,Name,Address,Latitude,Longitude
400,Hotel Claridge Paris,"20 Rue Marbeuf, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8684243,2.3036244
401,H tel Elysees Mermoz,"30 Rue Jean Mermoz, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8715079,2.3122259
402,L H tel,"13 Rue des Beaux-Arts, 75006 Paris, France, Paris, Île-de-France 75006, FRA",48.8562272,2.3351758
403,Le Marquis Eiffel,"13 Rue Dupleix, 75015 Paris, France, Paris, Île-de-France 75015, FRA",48.8516619,2.2979395
404,Mercure Paris 17 me Saint Lazare Monceau,"99 Rue de Rome, 75017 Paris, France, Paris, Île-de-France 75017, FRA",48.8837472,2.3186342
405,H tel Du Jeu De Paume,"47 Rue Saint-Louis-en-l'Île, 75004 Paris, France, Paris, Île-de-France 75004, FRA",48.8520377,2.3557092
406,Suites H tel Helzear Champs Elys es,"49 Avenue Marceau, 75116 Paris, France, Paris, Île-de-France 75116, FRA",48.8691399,2.2981024
407,Le Cinq Codet,"2 Rue Joseph Granier, 75007 Paris, France, Paris, Île-de-France 75007, FRA",48.8547869,2.3084819
408,Le G n ral H tel,"5 Rue Rampon, 75011 Paris, France, Paris, Île-de-France 75011, FRA",48.8662695,2.3668616
409,H tel Victor Hugo Paris Kl ber,"19 Rue Copernic, 75116 Paris, France, Paris, Île-de-France 75116, FRA",48.8690198,2.2891278
410,Best Western Ducs de Bourgogne,"19 Rue du Pont Neuf, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8603483,2.3440535
411,Shangri La Hotel Paris,"12 Avenue d'Iéna, 75116 Paris, France, Paris, Île-de-France 75116, FRA",48.8637135,2.2934759
412,H tel de La Tamise Esprit de France,"4 Rue d'Alger, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8648656,2.3295756
413,Maison Souquet,"10 Rue de Bruxelles, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.88366,2.3313845
414,Le Lavoisier,"20 Rue Lavoisier, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8737702,2.3201063
415,Holiday Inn Paris Gare de l Est,"1 Rue du 8 Mai 1945, 75010 Paris, France, Paris, Île-de-France 75010, FRA",48.8758981,2.3590504
416,Hotel Montaigne,"6 Avenue Montaigne, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.865467,2.3038811
417,Idol Hotel,"16 Rue d'Edimbourg, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8795369,2.3202966
418,Relais Christine,"3 Rue Christine, 75006 Paris, France, Paris, Île-de-France 75006, FRA",48.8542454,2.339956
419,Rochester Champs Elysees,"92A Rue La Boétie, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8724945,2.3091549
420,H tel Waldorf Trocad ro,"97 Rue Lauriston, 75116 Paris, France, Paris, Île-de-France 75116, FRA",48.8672694,2.2878666
421,Hotel Royal Elys es,"6 Avenue Victor Hugo, 75116 Paris, France, Paris, Île-de-France 75116, FRA",48.8729666,2.2926226
422,Madeleine Plaza,"33 Place de la Madeleine, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8710402,2.3248014
423,Novotel Suites Paris Expo Porte de Versailles,"6 Boulevard Brune, 75014 Paris, France, Paris, Île-de-France 75014, FRA",48.827388,2.305478
424,Timhotel Op ra Grands Magasins,"35 Rue La Bruyère, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8794682,2.3334957
425,Novotel Paris Gare De Lyon,"2 Rue Hector Malot, 75012 Paris, France, Paris, Île-de-France 75012, FRA",48.8453785,2.3753036
426,Hotel Mercure La Sorbonne Saint Germain des Pr s,"14 Rue de la Sorbonne, 75005 Paris, France, Paris, Île-de-France 75005, FRA",48.8493499,2.3430569
427,Golden Tulip Washington Opera,"50 Rue de Richelieu, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.866242,2.3373169
428,H tel Diva Opera,"11 Rue de Trévise, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8732706,2.3450746
429,Amp re,"102 Avenue de Villiers, 75017 Paris, France, Paris, Île-de-France 75017, FRA",48.8848583,2.2997023
430,Chateau Frontenac,"54 Rue Pierre Charron, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8689468,2.3026559
431,Hotel Maison Ath n e,"17 Rue de Caumartin, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8713421,2.3280723
432,H tel Mathis Elys es,"3 Rue de Ponthieu, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8700325,2.3112736
433,Best Western Premier Trocadero La Tour,"5B Rue Massenet, 75116 Paris, France, Paris, Île-de-France 75116, FRA",48.8583127,2.2795075
434,H tel L Echiquier Op ra Paris MGallery by Sofitel,"38 Rue de l'Échiquier, 75010 Paris, France, Paris, Île-de-France 75010, FRA",48.8719889,2.3492913
435,Hotel Park Lane Paris,"4 Rue La Boétie, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8745879,2.3188143
436,Golden Tulip Opera de Noailles,"9 Rue de la Michodière, 75002 Paris, France, Paris, Île-de-France 75002, FRA",48.8696173,2.3346428
437,Radisson Blu Champs Elys es Paris,"78 Avenue Marceau, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8719212,2.2971404
438,Hotel Op ra Richepanse,"14 Rue du Chevalier de Saint-George, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8686931,2.325211
439,H tel Belloy Saint Germain By Happyculture,"2 Rue Racine, 75006 Paris, France, Paris, Île-de-France 75006, FRA",48.8503901,2.3422527
440,Elys es R gencia,"4 Rue Jean Giraudoux, 75116 Paris, France, Paris, Île-de-France 75116, FRA",48.8686434,2.2984054
441,H tel Exquis by Elegancia,"71 Rue de Charonne, 75011 Paris, France, Paris, Île-de-France 75011, FRA",48.8536854,2.3805796
442,The Westin Paris Vend me,"3 Rue de Castiglione, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8657394,2.3274415
443,Prince de Galles a Luxury Collection hotel Paris,"33 Avenue George V, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.869143,2.3006526
444,Hotel La Villa Saint Germain Des Pr s,"29 Rue Jacob, 75006 Paris, France, Paris, Île-de-France 75006, FRA",48.8553486,2.3340736
445,H tel France d Antin Op ra,"22 Rue d'Antin, 75002 Paris, France, Paris, Île-de-France 75002, FRA",48.8692566,2.3339369
446,Majestic Hotel Spa,"30 Rue La Pérouse, 75116 Paris, France, Paris, Île-de-France 75116, FRA",48.8703672,2.2938868
447,Hotel Astor Saint Honor,"11 Rue d'Astorg, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8728324,2.3193886
448,H tel Le Bellechasse Saint Germain,"10 Rue de Bellechasse, 75007 Paris, France, Paris, Île-de-France 75007, FRA",48.8597024,2.3239701
449,Nolinski Paris,"16 Avenue de l'Opéra, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8654874,2.3348924
450,Hotel Whistler,"36 Rue de Saint-Quentin, 75010 Paris, France, Paris, Île-de-France 75010, FRA",48.879314,2.3560185
451,Royal Hotel Champs Elys es,"22 Rue Chateaubriand, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8740463,2.300196
452,W Paris Op ra,"1 Rue Auber, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8719697,2.3316014
453,H tel Le Walt,"37 Avenue de la Motte-Picquet, 75007 Paris, France, Paris, Île-de-France 75007, FRA",48.8547161,2.306642
454,La Villa Haussmann,"132 Boulevard Haussmann, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8753446,2.3167161
455,H tel Crayon Rouge by Elegancia,"44 Rue Croix-des-Petits-Champs, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8644967,2.3405415
456,Hotel Le Saint Gregoire,"43 Rue de l'Abbé Grégoire, 75006 Paris, France, Paris, Île-de-France 75006, FRA",48.8471891,2.3260138
457,Victoires Opera,"56 Rue Montorgueil, 75002 Paris, France, Paris, Île-de-France 75002, FRA",48.8648997,2.3469433
458,Le Grand H tel de Normandie,"4 Rue d'Amsterdam, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8759461,2.3270955
459,Hotel Monceau Wagram,"7 Rue Rennequin, 75017 Paris, France, Paris, Île-de-France 75017, FRA",48.8808779,2.2989756
460,H tel Le Relais Saint Germain,"9 Carrefour de l'Odéon, 75006 Paris, France, Paris, Île-de-France 75006, FRA",48.8519208,2.338878
461,H tel Ad le Jules,"4 Cité Rougemont, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8721062,2.3451384
462,Holiday Inn Paris Gare de Lyon Bastille,"13 Rue de Lyon, 75012 Paris, France, Paris, Île-de-France 75012, FRA",48.8468064,2.3714789
463,H tel Les Dames du Panth on,"19 Place du Panthéon, 75005 Paris, France, Paris, Île-de-France 75005, FRA",48.845743,2.34493
464,Le Tsuba Hotel,"45 Rue des Acacias, 75017 Paris, France, Paris, Île-de-France 75017, FRA",48.8777621,2.293177
465,Eiffel Trocad ro,"42 Rue Vineuse, 75116 Paris, France, Paris, Île-de-France 75116, FRA",48.8613055,2.2862823
466,Mercure Paris Arc de Triomphe Etoile,"29 Avenue des Ternes, 75017 Paris, France, Paris, Île-de-France 75017, FRA",48.8782679,2.294852
467,Hotel du Louvre in the Unbound Collection by Hyatt,"Place André Malraux, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8639788,2.3352615
468,Holiday Inn Paris Op ra Grands Boulevards,"30 Boulevard Poissonnière, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8715469,2.3439622
469,H tel Moli re,"19 Rue Molière, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8655293,2.3360102
470,Le A,"4 Rue d'Artois, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8723844,2.3088663
471,H tel Regina Op ra Grands Boulevards,"11 Rue de Mazagran, 75010 Paris, France, Paris, Île-de-France 75010, FRA",48.8708508,2.3515882
