,Name,Address,Latitude,Longitude
300,Hotel Serhs Rivoli Rambla,"Carrer la Rambla, 128, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP",41.3843222,2.1712893
301,Eurostars Bcn Design,"Passeig de Gràcia, 29, 08007 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08007, ESP",41.3907208,2.1660732
302,Hotel Well and Come,"Carrer de Girona, 158, 08037 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08037, ESP",41.3991773,2.1656134
303,NH Hesperia Barcelona Presidente,"Avinguda Diagonal, 570, 08021 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08021, ESP",41.3941338,2.1489569
304,Mercer House B ria BCN,"Carrer Civader, 2, 08003 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08003, ESP",41.3846844,2.1791065
305,Eurohotel Diagonal Port,"Carrer de Lope de Vega, 4, 08005 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08005, ESP",41.4006708,2.2087844
306,Negresco Princess 4 Sup,"Carrer de Roger de Llúria, 16, 08010 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08010, ESP",41.3905166,2.1725643
307,The One Barcelona GL,"Carrer de Provença, 277, 08037 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08037, ESP",41.3961448,2.1631674
308,Sunotel Club Central,"Carrer de València, 159, 08011 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08011, ESP",41.38793,2.1568061
309,Ohla Eixample,"Carrer de Còrsega, 289, 08008 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08008, ESP",41.3944574,2.1564353
310,Hotel The Serras,"Carrer de la Plata, 4, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP",41.3801815,2.180688
311,Barcelona Princess,"Avinguda Diagonal, 1, 08019 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08019, ESP",41.4109715,2.2186535
312,NH Collection Barcelona Gran Hotel Calder n,"Carrer de la Diputació, 254B, 08007 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08007, ESP",41.3894654,2.1662651
313,Hotel Granados 83,"Carrer d'Enric Granados, 83, 08008 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08008, ESP",41.391843,2.156844
314,Hotel Balmoral,"Via Augusta, 5, 08006 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08006, ESP",41.3961294,2.1551626
315,Primero Primera,"Carrer del Doctor Carulla, 25, 08017 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08017, ESP",41.4002812,2.1297427
316,Cotton House Hotel Autograph Collection,"Gran Via de les Corts Catalanes, 670I, 08010 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08010, ESP",41.3915897,2.1720108
317,Mercer Hotel Barcelona,"Carrer de Lledó, 9, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP",41.3827,2.1791999
318,Silken Concordia,"Avinguda del Paral.lel, 115, 08004 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08004, ESP",41.3747873,2.1611846
319,Barcel Sants,"Plaça dels Països Catalans, 08014 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08014, ESP",41.3798964,2.1412433
320,W Barcelona,"Plaça de la Rosa dels Vents, 1, 08039 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08039, ESP",41.368437,2.1901534
321,Catalonia Catedral,"Avinguda del Portal de l'Àngel, 3, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP",41.3846637,2.1740902
322,Silken Gran Hotel Havana,"Gran Via de les Corts Catalanes, 647, 08010 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08010, ESP",41.3927101,2.1722139
323,Catalonia Diagonal Centro,"Carrer de Balmes, 142, 08008 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08008, ESP",41.3938632,2.1568039
324,The Wittmore Adults Only,"Carrer de Riudarenes, 9, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP",41.380939,2.1796095
325,Catalonia Barcelona Plaza,"Gran Via de les Corts Catalanes, 08004 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08004, ESP",41.3750293,2.1491172
326,Olivia Balmes Hotel,"Carrer de Balmes, 115, 08008 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08008, ESP",41.392095,2.158493
327,NH Barcelona Stadium,"Travessera de les Corts, 146, 08028 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08028, ESP",41.3812574,2.1269078
328,The Corner Hotel,"Carrer de Mallorca, 178, 08036 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08036, ESP",41.3890578,2.1565948
329,Col n Hotel Barcelona,"Avinguda de la Catedral, 7, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP",41.3849613,2.1756666
330,H10 Urquinaona Plaza,"Plaça d'Urquinaona, 2, 08010 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08010, ESP",41.3892128,2.1726015
331,Abba Sants,"Carrer de Numància, 32, 08029 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08029, ESP",41.3825777,2.1400103
332,Banke H tel,"20 Rue La Fayette, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8735736,2.335965
333,Best Western Paris Gare Saint Lazare,"18 Rue de Constantinople, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8803752,2.319591
334,H tel Beauchamps,"20 Rue du Colisée, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.87096,2.3091617
335,La Villa Maillot,"143 Avenue de Malakoff, 75116 Paris, France, Paris, Île-de-France 75116, FRA",48.875551,2.2835191
336,Hotel Odeon Saint Germain,"13 Rue Saint-Sulpice, 75006 Paris, France, Paris, Île-de-France 75006, FRA",48.8513515,2.3375084
337,Best Western Plus Elys e Secret,"5 Rue de Ponthieu, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8701247,2.311141
338,Mercure Paris Place d Italie,"25 Boulevard Auguste Blanqui, 75013 Paris, France, Paris, Île-de-France 75013, FRA",48.830196,2.3529539
339,Les Jardins Du Marais,"74 Rue Amelot, 75011 Paris, France, Paris, Île-de-France 75011, FRA",48.8605219,2.3680239
340,La Villa Royale,"2 Rue Duperré, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8821595,2.3367444
341,Hotel Duminy Vendome,"5 Rue du Mont-Thabor, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8654726,2.3292934
342,My Home In Paris,"5 Rue de Malte, 75011 Paris, France, Paris, Île-de-France 75011, FRA",48.8636049,2.3688352
343,Hotel de Seze,"16 Rue de Sèze, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8705741,2.3264194
344,Hotel Louvre Montana,"12 Rue Saint-Roch, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8644627,2.3318473
345,Villa Alessandra,"7 Place Boulnois, 75017 Paris, France, Paris, Île-de-France 75017, FRA",48.8794223,2.2957628
346,H tel de Lille,"40 Rue de Lille, 75007 Paris, France, Paris, Île-de-France 75007, FRA",48.8585626,2.3299138
347,Hotel Saint Petersbourg Opera,"35 Rue de Caumartin, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.872174,2.328075
348,Relais Saint Jacques,"3 Rue de l'Abbé de l'Épée, 75005 Paris, France, Paris, Île-de-France 75005, FRA",48.8430523,2.3422519
349,H tel Le Royal Monceau Raffles Paris,"37 Avenue Hoche, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8756359,2.3004967
350,Hotel Des Saints Peres Esprit de France,"65 Rue des Saints-Pères, 75006 Paris, France, Paris, Île-de-France 75006, FRA",48.8534026,2.3299043
351,Ritz Paris,"15 Place Vendôme, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8679466,2.3289593
352,Bassano,"15 Rue de Bassano, 75116 Paris, France, Paris, Île-de-France 75116, FRA",48.8690596,2.2971078
