,Name,Address,Latitude,Longitude
200,London City Suites,"London, EC1Y 4, United Kingdom, London, England EC1Y 4, GBR",51.5206309,-0.0915341
201,Copthorne Tara Hotel London Kensington,"London, W8 5, United Kingdom, London, England W8 5, GBR",51.499046,-0.1917073
202,Andaz London Liverpool Street,"57 Liverpool Street, London, EC2M 7, United Kingdom, London, England EC2M 7, GBR",51.5172825,-0.0812451
203,The Beaumont Hotel,"8 Balderton Street, London, W1K 6TF, United Kingdom, London, England W1K 6TF, GBR",51.513055,-0.152257
204,Best Western Palm Hotel,"64 Hendon Way, London, NW2 2NL, United Kingdom, London, England NW2 2NL, GBR",51.5634756,-0.2042758
205,Ashburn Hotel,"111 Cromwell Road, London, SW7 4DP, United Kingdom, London, England SW7 4DP, GBR",51.4945522,-0.1861213
206,Knightsbridge Hotel,"36 Beaufort Gardens, London, SW3 1, United Kingdom, London, England SW3 1, GBR",51.4980052,-0.1643238
207,W London Leicester Square,"8 Wardour Street, London, W1D 6, United Kingdom, London, England W1D 6, GBR",51.510843,-0.1314287
208,Grange Langham Court Hotel,"94 Great Portland Street, London, W1W 7NU, United Kingdom, London, England W1W 7NU, GBR",51.5189077,-0.1421957
209,De Vere Devonport House,"King William Walk, London, SE10 9, United Kingdom, London, England SE10 9, GBR",51.480672,-0.0071375
210,Batty Langley s,"12 Folgate Street, London, E1 6BX, United Kingdom, London, England E1 6BX, GBR",51.5208575,-0.0779503
211,New Linden Hotel,"59 Princes Square, London, W2 4PX, United Kingdom, London, England W2 4PX, GBR",51.5133832,-0.1926617
212,The Zetter Hotel,"86-88 Clerkenwell Road, London, EC1V 4, United Kingdom, London, England EC1V 4, GBR",51.522672,-0.1036841
213,My Chelsea,"35 Ixworth Place, London, SW3 3QX, United Kingdom, London, England SW3 3QX, GBR",51.4919083,-0.1684398
214,Bloomsbury Palace Hotel,"31 Gower Street, London, WC1E 6, United Kingdom, London, England WC1E 6, GBR",51.5207945,-0.1310845
