,Name,Address,Latitude,Longitude
200,Mercure Paris Bercy Biblioth que,"14 Boulevard Vincent Auriol, 75013 Paris, France, Paris, Île-de-France 75013, FRA",48.8370334,2.372322
201,Hotel Les Rives de Notre Dame,"2 Rue Xavier Privas, 75005 Paris, France, Paris, Île-de-France 75005, FRA",48.8532269,2.3457159
202,Drawing Hotel,"17 Rue de Richelieu, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8644382,2.3359148
203,H tel Horset Op ra Best Western Premier Collection,"20 Rue d'Antin, 75002 Paris, France, Paris, Île-de-France 75002, FRA",48.8691686,2.3337818
204,Villa Beaumarchais,"3 Rue des Arquebusiers, 75003 Paris, France, Paris, Île-de-France 75003, FRA",48.8589516,2.3670407
205,H tel Jos phine by Happyculture,"2 Rue de Calais, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8823141,2.3316688
206,Best Western Bretagne Montparnasse,"2 Passage des Arts, 75014 Paris, France, Paris, Île-de-France 75014, FRA",48.8354314,2.321142
207,Les Plumes Hotel,"10 Rue Lamartine, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8766269,2.3432886
208,H tel Lancaster Paris Champs Elys es,"7 Rue de Berri, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8723438,2.3033378
209,Renaissance Paris Vendome Hotel,"4 Rue du Mont-Thabor, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8654532,2.3295231
210,Mercure Paris Terminus Nord,"37 Rue de Saint-Quentin, 75010 Paris, France, Paris, Île-de-France 75010, FRA",48.8794843,2.3556545
211,Hotel Opera Cadet,"24 Rue Cadet, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8754371,2.3434586
212,H tel De Vend me,"1 Place Vendôme, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8668564,2.3286339
213,Hotel Lumen Paris Louvre,"8 Passage Saint-Roch, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8652582,2.3329632
214,Four Seasons Hotel George V Paris,"31 Avenue George V, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8687512,2.3001692
215,Hotel Sezz Paris,"6 Avenue Frémiet, 75016 Paris, France, Paris, Île-de-France 75016, FRA",48.8566336,2.2852607
216,Hotel Plaza Athenee Paris,"23 Avenue Montaigne, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8661932,2.3042141
217,La Villa des Ternes,"97 Avenue des Ternes, 75017 Paris, France, Paris, Île-de-France 75017, FRA",48.8803479,2.2858242
218,Hotel Design Secret de Paris,"61 Rue de Clichy, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8814056,2.3282568
219,Novotel Paris 14 Porte d Orl ans,"Porte d'Orléans, 75014 Paris, France, Paris, Île-de-France 75014, FRA",48.8196885,2.3263505
220,Le Roch Hotel Spa,"28 Rue Saint-Roch, 75001 Paris, France, Paris, Île-de-France 75001, FRA",48.8661991,2.3328826
221,La Chambre du Marais,"87 Rue des Archives, 75003 Paris, France, Paris, Île-de-France 75003, FRA",48.8636168,2.3607998
222,The Chess Hotel,"6 Rue du Helder, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8716017,2.3349768
223,Crowne Plaza Paris R publique,"8B Place de la République, 75011 Paris, France, Paris, Île-de-France 75011, FRA",48.8673199,2.3656296
224,H tel California Champs Elys es,"16 Rue de Berri, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8726335,2.3048084
225,Hotel Pulitzer Paris,"4 Rue de la Grange-Batelière, 75009 Paris, France, Paris, Île-de-France 75009, FRA",48.8731996,2.3425446
226,Residence Du Roy,"8 Rue François 1er, 75008 Paris, France, Paris, Île-de-France 75008, FRA",48.8657687,2.3090386
